state,year,month,event_type,damage_property,damage_property_clean,damage_crops,damage_crops_clean
MARYLAND,2020,July,Thunderstorm Wind,2.00K,2000,0.00K,0
MARYLAND,2020,July,Thunderstorm Wind,5.00K,5000,0.00K,0
MARYLAND,2020,July,Thunderstorm Wind,10.00K,10000,0.00K,0
MARYLAND,2020,July,Thunderstorm Wind,3.00K,3000,0.00K,0
ATLANTIC NORTH,2020,July,Marine Thunderstorm Wind,0.00K,0,0.00K,0
ATLANTIC NORTH,2020,July,Marine Thunderstorm Wind,0.00K,0,0.00K,0
ATLANTIC NORTH,2020,July,Marine Thunderstorm Wind,0.00K,0,0.00K,0
ATLANTIC NORTH,2020,July,Marine Thunderstorm Wind,0.00K,0,0.00K,0
ATLANTIC NORTH,2020,July,Marine Thunderstorm Wind,0.00K,0,0.00K,0
ATLANTIC NORTH,2020,July,Marine Thunderstorm Wind,0.00K,0,0.00K,0
ATLANTIC NORTH,2020,July,Marine Thunderstorm Wind,0.00K,0,0.00K,0
ATLANTIC NORTH,2020,July,Marine Thunderstorm Wind,0.00K,0,0.00K,0
MARYLAND,2020,July,Heat,,0,,0
MARYLAND,2020,July,Heat,,0,,0
MARYLAND,2020,July,Heat,,0,,0
MARYLAND,2020,July,Heat,,0,,0
MARYLAND,2020,July,Heat,,0,,0
MARYLAND,2020,July,Heat,,0,,0
VIRGINIA,2020,July,Heat,,0,,0
VIRGINIA,2020,July,Heat,,0,,0
VIRGINIA,2020,July,Heat,,0,,0
PENNSYLVANIA,2020,July,Flash Flood,0.00K,0,0.00K,0
PENNSYLVANIA,2020,July,Flash Flood,0.00K,0,0.00K,0
NEW JERSEY,2020,July,Flash Flood,0.00K,0,0.00K,0
PENNSYLVANIA,2020,July,Flash Flood,0.00K,0,0.00K,0
PENNSYLVANIA,2020,July,Flash Flood,0.00K,0,0.00K,0
PENNSYLVANIA,2020,July,Flash Flood,0.00K,0,0.00K,0
PENNSYLVANIA,2020,July,Flash Flood,0.00K,0,0.00K,0
NEW JERSEY,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
NEW JERSEY,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
DELAWARE,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
DELAWARE,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
PENNSYLVANIA,2020,July,Hail,0.00K,0,0.00K,0
PENNSYLVANIA,2020,July,Hail,0.00K,0,0.00K,0
PENNSYLVANIA,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
PENNSYLVANIA,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
PENNSYLVANIA,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
DELAWARE,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
DELAWARE,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
NEW JERSEY,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
NEW JERSEY,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
NEW JERSEY,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
PENNSYLVANIA,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
PENNSYLVANIA,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
PENNSYLVANIA,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
PENNSYLVANIA,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
PENNSYLVANIA,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
PENNSYLVANIA,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
LOUISIANA,2020,July,Heat,0.00K,0,0.00K,0
LOUISIANA,2020,July,Heat,0.00K,0,0.00K,0
LOUISIANA,2020,July,Heat,0.00K,0,0.00K,0
LOUISIANA,2020,July,Heat,0.00K,0,0.00K,0
HAWAII,2020,October,Heavy Rain,0.00K,0,0.00K,0
HAWAII,2020,October,Drought,0.00K,0,0.00K,0
HAWAII,2020,October,Drought,0.00K,0,0.00K,0
NORTH CAROLINA,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
SOUTH CAROLINA,2020,July,Thunderstorm Wind,2.00K,2000,0.00K,0
SOUTH CAROLINA,2020,July,Thunderstorm Wind,1.00K,1000,0.00K,0
NEW YORK,2020,July,Thunderstorm Wind,1.00K,1000,0.00K,0
ATLANTIC NORTH,2020,July,Marine Thunderstorm Wind,0.00K,0,0.00K,0
ATLANTIC NORTH,2020,July,Marine Thunderstorm Wind,0.00K,0,0.00K,0
NEW YORK,2020,July,Thunderstorm Wind,1.00K,1000,0.00K,0
NEW YORK,2020,July,Thunderstorm Wind,10.00K,10000,0.00K,0
NEW YORK,2020,July,Thunderstorm Wind,10.00K,10000,0.00K,0
NEW YORK,2020,July,Thunderstorm Wind,10.00K,10000,0.00K,0
NEW YORK,2020,July,Thunderstorm Wind,10.00K,10000,0.00K,0
NEW YORK,2020,July,Thunderstorm Wind,10.00K,10000,0.00K,0
ILLINOIS,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
ILLINOIS,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
ILLINOIS,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
ARIZONA,2020,July,Debris Flow,0.00K,0,0.00K,0
MONTANA,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
MONTANA,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
MONTANA,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
MONTANA,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
MONTANA,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
MONTANA,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
MONTANA,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
NORTH CAROLINA,2020,July,Flash Flood,0.00K,0,0.00K,0
PENNSYLVANIA,2020,July,Flash Flood,0.00K,0,0.00K,0
KENTUCKY,2020,July,Hail,0.00K,0,0.00K,0
KENTUCKY,2020,July,Hail,0.00K,0,0.00K,0
KENTUCKY,2020,July,Thunderstorm Wind,0.20K,200,0.00K,0
KENTUCKY,2020,July,Thunderstorm Wind,0.30K,300,0.00K,0
MONTANA,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
MONTANA,2020,July,Hail,0.00K,0,0.00K,0
MONTANA,2020,July,Hail,0.00K,0,0.00K,0
MONTANA,2020,July,Hail,0.00K,0,0.00K,0
TEXAS,2020,July,Excessive Heat,0.00K,0,0.00K,0
TEXAS,2020,July,Excessive Heat,0.00K,0,0.00K,0
TEXAS,2020,July,Excessive Heat,0.00K,0,0.00K,0
TEXAS,2020,July,Heat,0.00K,0,0.00K,0
INDIANA,2020,July,Hail,,0,,0
INDIANA,2020,July,Thunderstorm Wind,,0,,0
INDIANA,2020,July,Flood,0.00K,0,0.00K,0
INDIANA,2020,July,Thunderstorm Wind,5.00K,5000,0.00K,0
OHIO,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
MINNESOTA,2020,June,Flash Flood,0.00K,0,0.00K,0
MINNESOTA,2020,June,Hail,0.00K,0,0.00K,0
INDIANA,2020,June,Thunderstorm Wind,0.00K,0,0.00K,0
INDIANA,2020,June,Flash Flood,0.00K,0,0.00K,0
KENTUCKY,2020,June,Thunderstorm Wind,,0,0.00K,0
WEST VIRGINIA,2020,July,Thunderstorm Wind,0.50K,500,0.00K,0
WEST VIRGINIA,2020,July,Hail,0.00K,0,0.00K,0
WEST VIRGINIA,2020,July,Thunderstorm Wind,0.50K,500,0.00K,0
WEST VIRGINIA,2020,July,Thunderstorm Wind,8.00K,8000,0.00K,0
WEST VIRGINIA,2020,July,Thunderstorm Wind,1.00K,1000,0.00K,0
ATLANTIC SOUTH,2020,July,Marine Thunderstorm Wind,0.00K,0,0.00K,0
ATLANTIC SOUTH,2020,July,Marine Thunderstorm Wind,0.00K,0,0.00K,0
VIRGINIA,2020,July,Thunderstorm Wind,3.00K,3000,0.00K,0
VIRGINIA,2020,July,Thunderstorm Wind,2.00K,2000,0.00K,0
VIRGINIA,2020,July,Thunderstorm Wind,2.00K,2000,0.00K,0
VIRGINIA,2020,July,Thunderstorm Wind,2.00K,2000,0.00K,0
NEBRASKA,2020,July,Thunderstorm Wind,,0,,0
NEBRASKA,2020,July,Thunderstorm Wind,,0,,0
NEBRASKA,2020,July,Thunderstorm Wind,,0,,0
NEBRASKA,2020,July,Hail,,0,,0
NEBRASKA,2020,July,Hail,,0,,0
NORTH CAROLINA,2020,April,Tornado,150.00K,150000,0.00K,0
SOUTH CAROLINA,2020,April,Thunderstorm Wind,2.00K,2000,0.00K,0
NORTH CAROLINA,2020,April,Tornado,8.00K,8000,0.00K,0
KENTUCKY,2020,June,Thunderstorm Wind,,0,0.00K,0
CALIFORNIA,2020,July,Heat,0.00K,0,0.00K,0
CALIFORNIA,2020,July,Heat,0.00K,0,0.00K,0
CALIFORNIA,2020,July,Heat,0.00K,0,0.00K,0
KENTUCKY,2020,June,Thunderstorm Wind,,0,0.00K,0
MASSACHUSETTS,2020,July,Flood,0.00K,0,0.00K,0
MASSACHUSETTS,2020,July,Funnel Cloud,0.00K,0,0.00K,0
KENTUCKY,2020,June,Thunderstorm Wind,0.00K,0,0.00K,0
KENTUCKY,2020,June,Thunderstorm Wind,,0,0.00K,0
TEXAS,2020,June,Drought,0.00K,0,0.00K,0
GULF OF MEXICO,2020,July,Marine Thunderstorm Wind,0.00K,0,0.00K,0
GULF OF MEXICO,2020,July,Marine Thunderstorm Wind,0.00K,0,0.00K,0
GULF OF MEXICO,2020,July,Marine Thunderstorm Wind,0.00K,0,0.00K,0
GULF OF MEXICO,2020,July,Marine Thunderstorm Wind,0.00K,0,0.00K,0
GULF OF MEXICO,2020,July,Marine Thunderstorm Wind,0.00K,0,0.00K,0
GULF OF MEXICO,2020,July,Marine Thunderstorm Wind,0.00K,0,0.00K,0
GULF OF MEXICO,2020,July,Marine Thunderstorm Wind,0.00K,0,0.00K,0
GULF OF MEXICO,2020,July,Marine Thunderstorm Wind,0.00K,0,0.00K,0
FLORIDA,2020,July,Thunderstorm Wind,1.00K,1000,0.00K,0
GULF OF MEXICO,2020,July,Marine Thunderstorm Wind,0.00K,0,0.00K,0
ATLANTIC SOUTH,2020,July,Marine Thunderstorm Wind,0.00K,0,0.00K,0
ATLANTIC SOUTH,2020,July,Marine Thunderstorm Wind,0.00K,0,0.00K,0
ATLANTIC SOUTH,2020,July,Marine Thunderstorm Wind,0.00K,0,0.00K,0
ATLANTIC SOUTH,2020,July,Marine Thunderstorm Wind,0.00K,0,0.00K,0
FLORIDA,2020,July,Lightning,0.00K,0,0.00K,0
LAKE MICHIGAN,2020,July,Marine Thunderstorm Wind,0.00K,0,0.00K,0
LAKE MICHIGAN,2020,July,Marine Thunderstorm Wind,0.00K,0,0.00K,0
INDIANA,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
INDIANA,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
ILLINOIS,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
ILLINOIS,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
ILLINOIS,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
ILLINOIS,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
MINNESOTA,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
MINNESOTA,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
MINNESOTA,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
MINNESOTA,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
MINNESOTA,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
MINNESOTA,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
KENTUCKY,2020,July,Dense Fog,0.00K,0,0.00K,0
KENTUCKY,2020,July,Dense Fog,0.00K,0,0.00K,0
MISSOURI,2020,July,Dense Fog,0.00K,0,0.00K,0
MISSOURI,2020,July,Dense Fog,0.00K,0,0.00K,0
KENTUCKY,2020,July,Heat,0.00K,0,0.00K,0
KENTUCKY,2020,July,Heat,0.00K,0,0.00K,0
KENTUCKY,2020,July,Heat,0.00K,0,0.00K,0
KENTUCKY,2020,July,Heat,0.00K,0,0.00K,0
MASSACHUSETTS,2020,July,Flood,5.00K,5000,0.00K,0
CONNECTICUT,2020,July,Hail,0.00K,0,0.00K,0
CONNECTICUT,2020,July,Thunderstorm Wind,1.00K,1000,0.00K,0
CONNECTICUT,2020,July,Thunderstorm Wind,1.00K,1000,0.00K,0
CONNECTICUT,2020,July,Thunderstorm Wind,0.50K,500,0.00K,0
RHODE ISLAND,2020,July,Flash Flood,20.00K,20000,0.00K,0
RHODE ISLAND,2020,July,Hail,0.00K,0,0.00K,0
MISSISSIPPI,2020,July,Thunderstorm Wind,,0,0.00K,0
TENNESSEE,2020,July,Hail,0.00K,0,0.00K,0
OKLAHOMA,2020,June,High Wind,,0,,0
OHIO,2020,July,Flash Flood,0.00K,0,0.00K,0
MISSOURI,2020,July,Hail,0.00K,0,0.00K,0
MISSOURI,2020,July,Thunderstorm Wind,20.00K,20000,0.00K,0
MISSOURI,2020,July,Thunderstorm Wind,,0,,0
MISSOURI,2020,July,Thunderstorm Wind,5.00K,5000,0.00K,0
NEW YORK,2020,July,Thunderstorm Wind,,0,,0
NEW YORK,2020,July,Thunderstorm Wind,,0,,0
NEW YORK,2020,July,Thunderstorm Wind,,0,,0
NEW YORK,2020,July,Thunderstorm Wind,,0,,0
NEW YORK,2020,July,Thunderstorm Wind,,0,,0
NEW YORK,2020,July,Thunderstorm Wind,,0,,0
KANSAS,2020,July,Flash Flood,0.00K,0,0.00K,0
KANSAS,2020,July,Flash Flood,0.00K,0,0.00K,0
KANSAS,2020,July,Flash Flood,0.00K,0,0.00K,0
KANSAS,2020,July,Flash Flood,0.00K,0,0.00K,0
KANSAS,2020,July,Flash Flood,0.00K,0,0.00K,0
KANSAS,2020,July,Flash Flood,0.00K,0,0.00K,0
KANSAS,2020,July,Flash Flood,0.00K,0,0.00K,0
KANSAS,2020,July,Flash Flood,0.00K,0,0.00K,0
KANSAS,2020,July,Flash Flood,0.00K,0,0.00K,0
NEBRASKA,2020,July,Flash Flood,10.00K,10000,10.00K,10000
NEBRASKA,2020,July,Thunderstorm Wind,,0,,0
NEBRASKA,2020,July,Thunderstorm Wind,,0,,0
NEBRASKA,2020,July,Thunderstorm Wind,,0,,0
NEBRASKA,2020,July,Thunderstorm Wind,,0,,0
NEBRASKA,2020,July,Flash Flood,1.00K,1000,0.00K,0
NEBRASKA,2020,July,Thunderstorm Wind,,0,,0
OREGON,2020,July,Hail,0.00K,0,0.00K,0
LAKE ERIE,2020,July,Marine Thunderstorm Wind,0.00K,0,0.00K,0
LAKE ERIE,2020,July,Marine Thunderstorm Wind,0.00K,0,0.00K,0
LAKE ERIE,2020,July,Marine Thunderstorm Wind,0.00K,0,0.00K,0
NEW YORK,2020,July,Thunderstorm Wind,2.00K,2000,0.00K,0
NEW YORK,2020,July,Flash Flood,0.00K,0,0.00K,0
NEW YORK,2020,July,Flash Flood,0.00K,0,0.00K,0
NEW YORK,2020,July,Heavy Rain,0.00K,0,0.00K,0
NEW YORK,2020,July,Heavy Rain,0.00K,0,0.00K,0
NEW YORK,2020,February,Strong Wind,0.00K,0,1.00K,1000
OKLAHOMA,2020,July,Thunderstorm Wind,10.00K,10000,0.00K,0
OKLAHOMA,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
OKLAHOMA,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
MINNESOTA,2020,July,Thunderstorm Wind,,0,,0
MINNESOTA,2020,July,Thunderstorm Wind,,0,,0
MINNESOTA,2020,July,Thunderstorm Wind,,0,,0
MINNESOTA,2020,July,Thunderstorm Wind,,0,,0
MINNESOTA,2020,July,Thunderstorm Wind,,0,,0
MINNESOTA,2020,July,Thunderstorm Wind,,0,,0
ARKANSAS,2020,May,Thunderstorm Wind,,0,0.00K,0
ARKANSAS,2020,May,Thunderstorm Wind,,0,0.00K,0
ARKANSAS,2020,May,Thunderstorm Wind,,0,0.00K,0
ARKANSAS,2020,May,Thunderstorm Wind,,0,0.00K,0
OHIO,2020,April,Hail,0.00K,0,0.00K,0
OHIO,2020,April,Hail,0.00K,0,0.00K,0
ALABAMA,2020,February,Tornado,0.00K,0,0.00K,0
ALABAMA,2020,May,Thunderstorm Wind,,0,,0
PENNSYLVANIA,2020,March,Thunderstorm Wind,5.00K,5000,0.00K,0
PENNSYLVANIA,2020,March,Hail,,0,,0
PENNSYLVANIA,2020,March,Hail,,0,,0
PENNSYLVANIA,2020,March,Hail,,0,,0
ALABAMA,2020,May,Thunderstorm Wind,0.20K,200,0.00K,0
ALABAMA,2020,May,Thunderstorm Wind,,0,,0
ALABAMA,2020,May,Thunderstorm Wind,0.20K,200,0.00K,0
ALABAMA,2020,May,Thunderstorm Wind,0.20K,200,0.00K,0
PENNSYLVANIA,2020,March,Flash Flood,25.00K,25000,0.00K,0
PENNSYLVANIA,2020,March,Flash Flood,20.00K,20000,0.00K,0
PENNSYLVANIA,2020,March,Flash Flood,50.00K,50000,0.00K,0
PENNSYLVANIA,2020,March,Flash Flood,25.00K,25000,0.00K,0
PENNSYLVANIA,2020,March,Flash Flood,10.00K,10000,0.00K,0
CALIFORNIA,2020,February,High Wind,,0,,0
CALIFORNIA,2020,February,High Wind,,0,,0
CALIFORNIA,2020,February,High Wind,,0,,0
OHIO,2020,April,Thunderstorm Wind,0.00K,0,0.00K,0
TEXAS,2020,June,Thunderstorm Wind,0.00K,0,0.00K,0
TEXAS,2020,June,Hail,0.00K,0,0.00K,0
MINNESOTA,2020,July,Thunderstorm Wind,,0,,0
MINNESOTA,2020,July,Thunderstorm Wind,,0,,0
MINNESOTA,2020,July,Thunderstorm Wind,,0,,0
MINNESOTA,2020,July,Thunderstorm Wind,,0,,0
MINNESOTA,2020,July,Funnel Cloud,0.00K,0,0.00K,0
MINNESOTA,2020,July,Thunderstorm Wind,,0,,0
MINNESOTA,2020,July,Thunderstorm Wind,,0,,0
MISSOURI,2020,July,Flash Flood,0.00K,0,0.00K,0
MISSOURI,2020,July,Flash Flood,25.00K,25000,0.00K,0
MISSOURI,2020,July,Flash Flood,0.00K,0,0.00K,0
MONTANA,2020,July,Hail,,0,,0
NORTH CAROLINA,2020,July,Hail,,0,,0
NORTH CAROLINA,2020,July,Thunderstorm Wind,,0,,0
VIRGINIA,2020,July,Lightning,1.00K,1000,0.00K,0
ATLANTIC SOUTH,2020,July,Marine Thunderstorm Wind,0.00K,0,0.00K,0
ATLANTIC SOUTH,2020,July,Marine Thunderstorm Wind,0.00K,0,0.00K,0
SOUTH DAKOTA,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
SOUTH DAKOTA,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
SOUTH DAKOTA,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
SOUTH DAKOTA,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
SOUTH DAKOTA,2020,July,Thunderstorm Wind,,0,0.00K,0
SOUTH DAKOTA,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
SOUTH DAKOTA,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
SOUTH DAKOTA,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
SOUTH DAKOTA,2020,July,Hail,0.00K,0,0.00K,0
NEW MEXICO,2020,July,Drought,0.00K,0,0.00K,0
GULF OF MEXICO,2020,July,Marine Thunderstorm Wind,0.00K,0,0.00K,0
GULF OF MEXICO,2020,July,Marine Thunderstorm Wind,0.00K,0,0.00K,0
GULF OF MEXICO,2020,July,Marine Thunderstorm Wind,0.00K,0,0.00K,0
GULF OF MEXICO,2020,July,Marine Thunderstorm Wind,0.00K,0,0.00K,0
GULF OF MEXICO,2020,July,Marine Thunderstorm Wind,0.00K,0,0.00K,0
GULF OF MEXICO,2020,July,Marine Thunderstorm Wind,0.00K,0,0.00K,0
OKLAHOMA,2020,July,Drought,0.00K,0,0.00K,0
OKLAHOMA,2020,July,Drought,0.00K,0,0.00K,0
OKLAHOMA,2020,July,Drought,0.00K,0,0.00K,0
OKLAHOMA,2020,July,Drought,0.00K,0,0.00K,0
OKLAHOMA,2020,July,Drought,0.00K,0,0.00K,0
OKLAHOMA,2020,July,Drought,0.00K,0,0.00K,0
OKLAHOMA,2020,July,Thunderstorm Wind,2.00K,2000,0.00K,0
OKLAHOMA,2020,July,Thunderstorm Wind,8000.00K,8000000,0.00K,0
OKLAHOMA,2020,July,Heat,0.00K,0,0.00K,0
WYOMING,2020,June,Thunderstorm Wind,0.00K,0,0.00K,0
WYOMING,2020,June,Thunderstorm Wind,0.00K,0,0.00K,0
SOUTH DAKOTA,2020,June,Flood,0.00K,0,0.00K,0
SOUTH DAKOTA,2020,June,Hail,,0,,0
IOWA,2020,June,Hail,,0,,0
IOWA,2020,June,Hail,,0,,0
MARYLAND,2020,July,Hail,0.00K,0,0.00K,0
MARYLAND,2020,July,Thunderstorm Wind,20.00K,20000,0.00K,0
MARYLAND,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
MARYLAND,2020,July,Thunderstorm Wind,1.00K,1000,0.00K,0
MARYLAND,2020,July,Thunderstorm Wind,10.00K,10000,0.00K,0
MARYLAND,2020,July,Thunderstorm Wind,10.00K,10000,0.00K,0
MARYLAND,2020,July,Thunderstorm Wind,10.00K,10000,0.00K,0
MARYLAND,2020,July,Thunderstorm Wind,3.00K,3000,0.00K,0
MARYLAND,2020,July,Thunderstorm Wind,2.00K,2000,0.00K,0
MARYLAND,2020,July,Thunderstorm Wind,1.00K,1000,0.00K,0
MARYLAND,2020,July,Thunderstorm Wind,1.00K,1000,0.00K,0
MARYLAND,2020,July,Thunderstorm Wind,1.00K,1000,0.00K,0
ATLANTIC NORTH,2020,July,Marine Thunderstorm Wind,0.00K,0,0.00K,0
ATLANTIC NORTH,2020,July,Marine Thunderstorm Wind,0.00K,0,0.00K,0
ATLANTIC NORTH,2020,July,Marine Thunderstorm Wind,0.00K,0,0.00K,0
ATLANTIC NORTH,2020,July,Marine Thunderstorm Wind,0.00K,0,0.00K,0
ATLANTIC NORTH,2020,July,Marine Thunderstorm Wind,0.00K,0,0.00K,0
ATLANTIC NORTH,2020,July,Marine Thunderstorm Wind,0.00K,0,0.00K,0
ATLANTIC NORTH,2020,July,Marine Thunderstorm Wind,0.00K,0,0.00K,0
VIRGINIA,2020,July,Heat,,0,,0
VIRGINIA,2020,July,Heat,,0,,0
VIRGINIA,2020,July,Heat,,0,,0
VIRGINIA,2020,July,Heat,,0,,0
VIRGINIA,2020,July,Heat,,0,,0
VIRGINIA,2020,July,Heat,,0,,0
VIRGINIA,2020,July,Heat,,0,,0
VIRGINIA,2020,July,Heat,,0,,0
VIRGINIA,2020,July,Heat,,0,,0
PENNSYLVANIA,2020,July,Flash Flood,0.00K,0,0.00K,0
NEW JERSEY,2020,July,Flash Flood,0.00K,0,0.00K,0
NEW JERSEY,2020,July,Flash Flood,0.00K,0,0.00K,0
NEW JERSEY,2020,July,Flash Flood,0.00K,0,0.00K,0
NEW JERSEY,2020,July,Funnel Cloud,0.00K,0,0.00K,0
NEW JERSEY,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
NEW JERSEY,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
MARYLAND,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
MARYLAND,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
PENNSYLVANIA,2020,July,Hail,0.00K,0,0.00K,0
PENNSYLVANIA,2020,July,Hail,0.00K,0,0.00K,0
PENNSYLVANIA,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
PENNSYLVANIA,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
DELAWARE,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
MARYLAND,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
MARYLAND,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
NEW JERSEY,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
NEW JERSEY,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
NEW JERSEY,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
PENNSYLVANIA,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
PENNSYLVANIA,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
PENNSYLVANIA,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
PENNSYLVANIA,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
PENNSYLVANIA,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
PENNSYLVANIA,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
LOUISIANA,2020,July,Heat,0.00K,0,0.00K,0
LOUISIANA,2020,July,Heat,0.00K,0,0.00K,0
LOUISIANA,2020,July,Heat,0.00K,0,0.00K,0
LOUISIANA,2020,July,Heat,0.00K,0,0.00K,0
TEXAS,2020,July,Wildfire,0.00K,0,0.00K,0
TEXAS,2020,July,Wildfire,0.00K,0,0.00K,0
TEXAS,2020,July,Wildfire,0.00K,0,0.00K,0
HAWAII,2020,July,Heavy Rain,0.00K,0,0.00K,0
SOUTH CAROLINA,2020,July,Hail,,0,,0
NEW YORK,2020,July,Thunderstorm Wind,10.00K,10000,0.00K,0
ATLANTIC NORTH,2020,July,Marine Thunderstorm Wind,0.00K,0,0.00K,0
ATLANTIC NORTH,2020,July,Marine Thunderstorm Wind,0.00K,0,0.00K,0
ATLANTIC NORTH,2020,July,Marine Thunderstorm Wind,0.00K,0,0.00K,0
ATLANTIC NORTH,2020,July,Marine Thunderstorm Wind,0.00K,0,0.00K,0
ATLANTIC NORTH,2020,July,Marine Thunderstorm Wind,0.00K,0,0.00K,0
ATLANTIC NORTH,2020,July,Marine Thunderstorm Wind,0.00K,0,0.00K,0
ATLANTIC NORTH,2020,July,Marine Thunderstorm Wind,0.00K,0,0.00K,0
CONNECTICUT,2020,July,Thunderstorm Wind,8.00K,8000,0.00K,0
ILLINOIS,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
ILLINOIS,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
ILLINOIS,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
INDIANA,2020,June,Hail,,0,,0
INDIANA,2020,June,Thunderstorm Wind,,0,,0
INDIANA,2020,June,Thunderstorm Wind,0.00K,0,0.00K,0
INDIANA,2020,June,Thunderstorm Wind,0.00K,0,0.00K,0
INDIANA,2020,June,Thunderstorm Wind,0.00K,0,0.00K,0
MONTANA,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
MONTANA,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
MONTANA,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
MONTANA,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
MONTANA,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
MONTANA,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
MONTANA,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
KENTUCKY,2020,July,Thunderstorm Wind,0.00K,0,0.00K,0
MINNESOTA,2020,June,Hail,0.00K,0,0.00K,0
SOUTH DAKOTA,2020,June,Hail,,0,,0
SOUTH DAKOTA,2020,June,Flash Flood,2.00K,2000,0.00K,0
MONTANA,2020,July,Hail,0.00K,0,0.00K,0
MONTANA,2020,July,Hail,0.00K,0,0.00K,0
MONTANA,2020,July,Hail,0.00K,0,0.00K,0
MONTANA,2020,July,Hail,0.00K,0,0.00K,0
TEXAS,2020,July,Heat,0.00K,0,0.00K,0
TEXAS,2020,July,Heat,0.00K,0,0.00K,0
